 Metabolite_name	RefMet_name	AF_1-1	AF_1-2	AF_1-3	AF_2-1	AF_2-2	AF_2-3	AF_3-1	AF_3-2	AF_3-3	AF_4-1	AF_4-2	AF_4-3	AF_5-1	AF_5-2	AF_5-3	AF_6-1	AF_6-2	AF_6-3	AF_7-1	AF_7-2	AF_7-3	AF_8-1	AF_8-2	AF_8-3	NoAF_1-1	NoAF_1-2	NoAF_1-3	NoAF_2-1	NoAF_2-2	NoAF_2-3	NoAF_3-1	NoAF_3-2	NoAF_3-3	NoAF_4-1	NoAF_4-2	NoAF_4-3	NoAF_5-1	NoAF_5-2	NoAF_5-3	NoAF_6-1	NoAF_6-2	NoAF_6-3	NoAF_7-1	NoAF_7-2	NoAF_7-3	NoAF_8-1	NoAF_8-2	NoAF_8-3
Factors	-	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media
1_5-Anhydro-glucitol-4TMS	1,5-Anhydrosorbitol																																																
Palmitoleic acid-TMS	Palmitoleic acid	48140	45520	63215	56321	57725	66346	50344	61540	66494	49431	67966	49450	43420	66061	53293	56727	64496	53456	56127	96653	90784	84398	78847	70560	63388	66044	68526	72643	61111	69863	60453	68282	61481	76523	72268	70902	66924	67354	56299	64596	59824	68860	62275	56202	56359	51330	81156	53601
p-Aminohippuric acid-2TMS	4-Aminohippuric acid																																																
Pantothenic acid-3TMS	Pantothenic acid	603746	596141	766391	653865	720495	714791	572686	682658	710119	670722	764011	581952	576404	720923	726164	742689	762075	718358	583788	719565	725725	750587	749403	739320	804668	674309	784122	928202	728032	845655	787868	856150	764487	770200	944626	870374	823088	843916	763650	878723	924042	935226	774766	676712	832416	722520	859328	679949
ParaXanthine-TMS	Paraxanthine																																																
Phenylacetic acid-TMS	Phenylacetic acid	3716	3656	3418	3611	4120	4137	7315	4669	8835	2355	9313	5199	6532	7523	8832	7595	10064	5605	6268	20481	8700	7025	10513	7423	5884	3424		4090	7613	4082	3826	7144	6690	9278	9607	3944	7011	5358	5618	7212	5377	5829	7743	4404	7385	4578	11264	6674
Phenylalanine-2TMS	Phenylalanine	2246745	2078932	2682710	2265681	2388588	2352508	2393643	2494039	2525852	2205438	2166430	1843723	1978905	2200403	2370436	1935031	1936218	2125082	1983401	2304639	2371568	2335606	1996264	2108678	3960754	3042186	3610604	3649263	2733436	3238960	3212702	3095007	2937381	2722924	3054806	2920683	3106114	2636220	2572133	3133151	2929412	3090921	2676424	2200448	2510671	2669634	2640171	2092601
Phenylpyruvic acid-meto-TMS(1)	Phenylpyruvic acid																																																
Phenylpyruvic acid-meto-TMS(2)	Phenylpyruvic acid																																																
Phosphoenolpyruvic acid-3TMS	Phosphoenolpyruvic acid				12325	12247	11946	10211			9311	10721		13491	14435	14000	9842		13156			13577	12560	15839		17915	15302			16593		14185	20605	20361	14672		16248		17124	15592	11842	18107	15551	8566		13478	10232		
Phosphoric acid-3TMS	Phosphoric acid																												185451	212497	248226	226292																	
Pimelic acid-2TMS	Pimelic acid					817			1244											1188	6294			1951			2014				4210				10673							1774			1414				1295
Porphobilinogen-4TMS	Porphobilinogen																																																
Proline-2TMS	Proline	10371012	11528524	14683294	13078321	14552934	14274754	9449216	14909486	14546675	15378117	17330776	12354401	11895875	16740393	16665595	17822681	17413544	17013009	12748642	17155163	18056105	18926043	17709020	18075599	9237069	7122973	8256162	11945508	9153744	10737673	10670777	10702599	8935710	8805476	12891348	13143591	13265930	13930655	12202042	13072714	14539511	15339986	14148999	12217737	13437282	15842938	18494888	13417113
Protocatechuic acid-3TMS	Protocatechuic acid																																																
Psicose-meto-5TMS(1)	Psicose	20016	20263	27830	14081	14118	2427	30241	31481	55173	21594	20908	14622	40251	42606		21958	19856	16650	14562	32280	20935	21787	18668	21563	14240	7561	10774	44017	19028	31307	12497	10762	13334	7149	27865	24277	20126	17711	11778	25872	25006	42949	16282	11730	12443	16842	75067	25291
Psicose-meto-5TMS(2)	Psicose	21240	19821	27294	12568	17934	46254	35439	776	65200	24828	22563	12726	42551	43614	53894	21114	20435	16397	17634	33694	23015	23130	22975	23584	17216	8781	16263	46208	20516	1732	15573	13149	12160	53161	29797	28815	20891	1421	14399	29693	30674	46721	17351	12808	13720	21129	79152	23551
Putrescine-4TMS	Putrescine	384218	638123	840435	497859	713660	662554	446190	825091	908380	639735	818536	607810	606986	832579	957788	651172	863860	650966	603519	880419	840303	732261	818866	755705	328023	729695	838687	412637	767835	905903	363346	955816	862960	526036	979783	1011497	468404	898018	921665	728384	1036432	1064826	576071	886181	909498	480445	917337	829489
Pyridoxal-meto-2TMS(1)	Pyridoxal																																																
Pyridoxal-meto-2TMS(2)	Pyridoxal						3885		6202			3141	1217		3481	2654	4015	4153			4642				1287								2982							727	4067	4108	2249		2636	2337			
Pyridoxamine-3TMS	Pyridoxamine																					1442					1600														1500						2327		
Pyridoxamine-4TMS	Pyridoxamine																																																
Pyridoxine-3TMS	Pyridoxine									1134												1262															721								2510				
Pyrogallol-3TMS	1,2,3-Trihydroxybenzene			1941	1251		16976	23846	18309	18784	19513	17214	15130	12776	12913	12731	9649	7594	7370	3962	3467	9316	4988	3232	4479		3873	2466	2241	2233		706		1748		2528	3370	2184			2167		1881		2507	2878	1716		2471
Pyruvic acid-meto-TMS	Pyruvic acid																																																
Pyruvic acid-oxime-2TMS																																																	
Quinolinic acid-2TMS	Quinolinic acid																																																
Rhamnose-meto-4TMS(1)	Rhamnose	17092	15584	24500	16799	21085	16721	17392	20766	20982	18403	1011	2830	17350	22200	20108	20316	26019	19966	17151	14877	3566	841	21213	18852	20524	14467	18424	24353	18959	18600	13988	21344	2326	17972	23593	20918	849	19847	18142	3093	2981	24388	19794	3277	21909	21987	25770	19728
Rhamnose-meto-4TMS(2)	Rhamnose	13334	14849			17939		14351		18695	16701	20379	7324	12163	2453	3231		18168	18675		18311		4960		6636	18311	13223	12585	20105	14256	17060		18020	3749		750	5380	20320	17548	16207	19110	21830	21299	16688	16293	6021	18673	20261	15129
Ribitol-5TMS	Ribitol	14442	12950	16174	15476	15572	15527	15576	17090	20536	16301	17904	13325	15512	16240	17782	15678	17641	16675	13866	18213	18261	15233	18220	17636	16945	12667	15446	19815	15148	17658	17016	17555	15312	15439	20059	18333	19415	18136	17087	20024	19909	18476	17642	13746	17107	18761	22587	17240
Ribonic acid-5TMS	Ribonic acid				5709	5128	54243		6386	4237			3623					7220		4852	57605											2638	3958	4760	162313							5127		5755	6992				
Ribonolactone-3TMS	Ribonolactone	13456	2409	14288	12775	14096	730	12543	18108	16386	492	16838	14037	14828	16167	18126	14825	13542	16288	9218	21880	2387	1946	14973	13384	2269	9293	12716	18190	13435	2293	17372	16195	14135	16560	16613	2748	1967	1931	12426	17081	19913	21197	14298	12894	3334	8956	1383	11146
Ribose-13C5-meto-4TMS	Ribose																																																
Ribose 5-phosphate-meto-5TMS(1)	Ribose 5-phosphate	39152	40545	53461	42059	54820	41366	38540	51232	36744	40230	42498	26752	28690	42796	44177	46438	42977	32686	39165	42927	38437	46345	50170	47725	42942	51718	50010	57673	38590	45141	52817	51141	49453	52467	63175	58606	46708	65005	42711	56838	44193	67775	48156	42308	54218	48220	63220	64334
Ribose 5-phosphate-meto-5TMS(2)	Ribose 5-phosphate	12163	12190	13027	15195	16124	16211	1180	15407	10482	10958	15336	9012	35019	12393	13787	11829	12201	11620	10106	14229	13809	14779	13955	15201	11920	14681	16607	14635	9501	15167	15525	15228	15126	12877	15488	14329	14353	15341	13389	12138	13170	15429	11838	9033	12636	11014	22378	16639
Ribose-meto-4TMS	Ribose	5214	4356	6056	5135	5676	7858	5952	7546	8257	4535	7397	5073	4665	7185	6073	4764	7940	6962	5727	13383	6557	7583	5757	10564	7663	4476	5653	10292	2408	7223	7250	6876	5614	9357	7339	4994	10545	4839	5072	9061	6500	7619	7872	5181	4422	8927	7991	3783
Ribulose 5-phosphate-meto-5TMS(1)	Ribulose 5-phosphate	2937	2742	5894						669		9214	7295			526	4261	1269	390				11068	6660	7812		6295	3727	10412	655	11765	3789	11176	3163				11511			756	2087		5545			4120		
Ribulose 5-phosphate-meto-5TMS(2)	Ribulose 5-phosphate	4970	5015		7196	9911	8258			3473	6614	3661			4980	4298	4030	1122	3593	3416	3228	3331	7944	7370	8257	6708	4246	6079	5226	3259	4529	4259		7687	1246	5614	5995	7833	8867	3573	5665	4533		6634	8947	7100	1276	12100	842
Ribulose-meto-4TMS	L-Ribulose	18504	20348	22743	19045	23604	23820	21074	28014		19189	24824	17890	19510	21736	22850		25914		18218		25732	24361		23258	21215	19494	20255	28371	19687		23001	27303	23839	25657		27292	26643	27286	23222	25514	27203	30075	23640	19827	25314	19703	26173	17656
Saccharopine-4TMS	Saccharopine																																																
Saccharopine-5TMS	Saccharopine																																																
Sarcosine-2TMS	Sarcosine		327						395						696						7613				182	183											303												
Sarcosine-d3-2TMS						26202				2207	22970						5663			6726	37362								1914		2015	3876	15474			3773				4305	2335	30409							
S-Benzyl-Cysteine-4TMS																								2611																		713							1779
Sebacic acid-2TMS	Sebacic acid					637			856	975					1586				727		4182	1292													10175						2154							2168	1773
Sedoheptulose 7-phosphate-meto-7TMS	Sedoheptulose 7-phosphate																																																
Serine-3TMS	Serine	594227	483434	561628	1564467	541010	528471	646340	1634872	732927	609769	662540	544262	516887	754153	707683	549257	866770	932303	626631	690340	712220	1637091	647021	588641	654614	446674	641271	562619	486397	501608	587663	537509	524483	804598	643660	762810	803404	531834	547718	892276	543414	612417	606497	651201	540270	574661	1163182	581017
Serotonin	Serotonin											9914			11840	5872	7713		8117			12529	9922				7272									3910									7452				
Shikimic acid-4TMS	Shikimic acid																																																
Sorbitol-6TMS	Sorbitol	161605	159591	209216	174757	197157	201944	157867	165961	188396	202838	180086	131393	128281	159450	186140	163871	183428	157348	176575	159081	170226	173252	171160	154607	287820	239742	300107	371380	244115	286276	280992	284915	259099	412047	303563	302754	306553	274384	248784	291778	255829	280780	233149	187836	235656	221560	297245	219243
Sorbose-meto-5TMS(1)	Sorbose	20415	19275	27027	16731	15126	43662	33192	32959	60751	24357	22321	13729	42439	46919	53949	23852	20284	18139	20755	33204	24148	25372	22843	22832	16108	8892	11973	39559	22349	35536	13568	15063	13403	61326	28615	27482	24665	18800	14815	29587	30483	51056	22328	13230	13828	19382	76851	28206
Sorbose-meto-5TMS(2)	Sorbose	15601	14774	18752	12052	11282	28895	26058	23235	38575	14827	14236	10155	28151	30482	36084	15308	11969	13122	12785	21228	17230	16255	15123	16573	10726	6775	9446	30333	16066	22808	8829	8641	9488	40865	21958	18195	12499	14025	11708	20746	21035	30660	12447	55550	11185	11946	52843	18076
Spermidine-5TMS	Spermidine	391542	423322	575940	376732	422058	383085	372318	566532	479336	384900	485465	367021	407276	508255	533222	463983	447242	491144	522694	458952	466012	556150	457424	410499	522272	1787726	515246	550592	516907	596650	560438	605340	501141	477880	549894	592313	536951	589957	495978	519001	681859	670845	420061	1527467	489337	511835	530333	554109
Spermine-6TMS	Spermine	311441	275047	262516	237491	297618	240418	246462	385933	299836	273016	359961	252778	302581	381095	365453	360370	309667	392411	384244	275193	325772	435438	316941	291404	443239	1813052	298706	421400	322673	338211	441377	343259	284155	226193	298742	347556	421261	385683	334895	300513	472473	509980	278976	1511787	294841	444922	339055	402255
Stearic acid-TMS	Stearic acid	3294																					4031		6948176	6696356	8644278	7435647	7869315	6623938	10748194	6471256	8922518	8374343	12601623	9624385	15697126	8966809	8451853	5256436	6664525	7618252	6050486	5693208	6789558	9411471	5882590	7001061	8960377
Suberic acid-2TMS	Suberic acid				8228	7202	7506	7558		10105	7321	7931								7561	27626			10308				7648		7464			9386	8333	116230	16571		10829	10197	9548						10146		18969	9626
Suberylglycine-2TMS	Suberylglycine																																																
Suberylglycine-3TMS	Suberylglycine																																																
Succinic acid-2TMS	Succinic acid	78451	61993	100764	76697	72503	75259	90250	79784	93771	84321	92733	61886	72252	80498	69470	76490	76668	63449	70907	367203	82273	71620	71895	70532	72844	66316	78976	107851	80904	81105	78306	78844	77062	680429	121962	95378	88551	65759	80092	106580	82957	78367	97820	56253	94597	63787	111773	75472
Succinylacetone-meto-TMS(1)	Succinylacetone			350		995															979																												
Succinylacetone-meto-TMS(2)	Succinylacetone																																																
Succinylacetone-meto-TMS(3)	Succinylacetone																																																
Succinylacetone-meto-TMS(4)	Succinylacetone																																																
Sucrose-8TMS	Sucrose	54200	137505	118127	163153	60388	132089	44285	60996	57858	65213	168092	34593	29083	135691	57764	68106	74455	40511	54760	43207	68623	118428	58740	134469	54166	24821	50308	153790	30276	73894	38794	37562	90427	415278	57851	167990	96791	45958	27214	63298	88935	36087	49540	24411	45727	36305	816500	45636
Tagatose-meto-5TMS(1)	D-Tagatose																																																
Tagatose-meto-5TMS(2)	D-Tagatose	19189	18900	27167	9941	17101	47769	32929	29941	54609	23828	22922	14417	39553	41735	52052	23677	19562	15460	18101	32145	24276	24283	19323	14128	15643	8949	12811	40696	21076	33141	14290	11942	13152	57639	30453	23549	21131	17325	13024	26699	26085	43123	21280	13370	9360	22644	76670	24906
Tartaric acid-4TMS	Tartaric acid	62786	65631	72167	41758	48470	51390	53124	53649	54842	49205	45531	49036	56444	67418	58428	45182	53923	49553	71892	103791	72929	59055	65455	62057	57161	61316	78935	49487	54388	64610	52933	75554	78101	62873	64642	67907	62860	70395	78691	79191	99832	95272	120886	108683	125122	75309	105998	93601
Taurine-13C2-3TMS	Taurine	140346	122790	175565	128906	131344	138740	128975	143347	143884	130123	151987	112693	120281	141397	145659	143020	147524	152741	124905	130597	168529	149166	152336	157711	162231	102920	128123	197262	128681	145224	166549	138637	120784	154164	188719	185979	176624	154400	143352	183971	163894	183445	173577	122390	167340	152226	183993	129092
Taurine-3TMS	Taurine	724337	598220	878302	609909	658951	701245	644048	733893	728056	680095	745026	588952	608155	694463	724267	741323	759008	797746	626315	676275	850901	764361	783195	811120	804130	527478	643475	980241	647795	745997	850841	721697	602313	763265	963125	922146	918136	811783	726291	955881	871952	935186	891461	620583	881652	771724	951980	661509
Thiodiglycolic acid-2TMS	Thiodiacetic acid																																																
Threitol-4TMS	Threitol	17891	16471		16484	20731									26961			23604					26278										27264							24383				24203	20187			39248	
Threo-b-hydroxyaspartic acid-4TMS																																																	
Threonic acid-4TMS	Threonic acid	62854	66814	89866	73998	82347	104518	64104	75845	75398	75872	83515	59438	64238	81835	82522	75387	80609	79625	62766	110014	79550	79217	79778	80008	76825	62307	70604	97384	70412	79132	79270	86123	68572	191816	99048	94366	76462	90479	69889	76816	80703	91115	70890	62465	74738	74009	87528	68274
Threonine-3TMS	Threonine	10590563	10544331	13557317	11142393	12248780	11861249	10409780	12724826	12360501	11240885	12488622	9532234	9529514	12377831	12606854	11775871	12035336	12218323	10249431	12525259	13104296	12802419	11980131	12058053	15150487	11926917	13948427	16798171	12076866	14188158	14273614	14367871	12907968	12478342	15347431	14686851	14634352	13857266	12677178	14570701	14832769	15433539	13536777	11414491	13437403	13698845	15079795	11119497
Thymidine-2TMS	Thymidine																																																
Thymidine-3TMS	Thymidine								447										1453	1581											867	752		1964	2499									532					3327
Thymidine monophosphate-3TMS	dTMP																																																
Thymine-2TMS	Thymine	13245	9997	13336	10476	10934	8825	8244	8389	10394	13308	10744	8088	7082	10344	9541	8375	9759	9465	9575	18195	15988	14494	17648	13851	19418	53727	37535	26956	18910	17214	18074	21306	18735	19831	17609	15575	14662	14387	14698	14373	13553	14448	15356	28397	18816	14240	17493	18850
Tiglylglycine-2TMS	Tiglylglycine																																																
Tiglylglycine-TMS	Tiglylglycine																																																
Trehalose 6-phosphate-9TMS	Trehalose 6-phosphate																																																
Trehalose-8TMS	Trehalose	69234	98570	62345	56444	50633	131787	138280	138691	147364	122869	146825	100837	123849	170259	131517	158501	129703	117596	134910	163422	132106	132061	121454	127000	110021	98421	90419	116638	121856	111636	114162	117447	127072	258257	153563	135986	128755	141311	138897	181802	155312	135718	138914	118340	147686	159429	269109	156408
Triethanolamine-3TMS	Triethanolamine	32600	26566	191494	109459	63691	63944	54745	45848	41904	59830	44431	34468	41731	42363	32224	33725	35061	30719	41119	42809	36249	38561	32150	38822	39949	36356	37273	41497	38018	41267	34757	34507	36088	51928	94454	44892	17406	8680	9156	16252	15885	8066	11043	6443	9393	9508	22362	11378
Tropic acid-2TMS	Tropic acid																																											1179					1130
Tryptamine-2TMS	Tryptamine			2777		2581	1204			587			4277	953	3805	1970		2251	1809			949	764		1055	3892		1649				2585			1096	2234		1215		1179	575	899	909			2541	2096	3826	
Tryptamine-3TMS	Tryptamine	8772	2874	2174	51098	1736	51858	39352	10957	49486	47806	5758	4734	39925	47896	7692	12677	10397	10011	37824	1069	3240	6867	6895	2403	66654	42006	9972	12225	1445	6902	9981	8059	42407	10642	2475	13371	2468	10281	655	12129	1833	13409	13239	2046	12177	11309	10709	369
Tryptophan-13C11-3TMS	Tryptophan		9815											8632													638								22933														
Tryptophan-3TMS	Tryptophan	3254825	3214898	4244011	3530162	3835017	3673016	2836274	3931227	3927788	3037231	3513967	2661925	2673675	3618728	3868560	3625259	3265675	3594566	3035669	1980961	3618298	3827361	3449759	3505304	4963687	3968312	4521030	5038383	3573051	4629940	4363549	4368127	4077704	2994821	4412586	4816319	4626287	4258992	3963276	2060521	4504300	4770083	2084300	3615432	3526847	4191078	2600465	3247526
Tyramine-3TMS	Tyramine	17758	15940	1153128	10442	816351	8982	28908	12863	16435	4394	4433	909887	1443381	1125303	15402	699691	8804	959224	1160378	31045	15091	1050404	808913	693	17520	19287	1544293	26685	1335603	1611354	20199	16348	1102144	24501	24101	222	18576	1096510	926694	1880240	1479550	20885	983762	12852	10243	1044466	907391	819172
Tyrosine-13C6-3TMS	Tyrosine									1173														375																									
Tyrosine-3TMS	Tyrosine	8518116	8049028	10802928	8835754	9390254	9113438	8253793	9351210	9563733	8490963	8396136	6809689	6887965	8413793	9183732	8109891	7922797	8565645	7315668	8783388	9275387	9314654	8145882	8346278	13440784	10460388	12199859	13496294	9908102	11962946	11830305	11770456	10852577	10068641	11703392	11447866	11742378	10434133	9958112	11398934	11109864	11930596	10247604	8559692	10008371	10395492	10707872	8419918
Uracil-2TMS	Uracil	264645	256442	282133	286034	281796	291129	286636	277122	288599	268802	273749	243935	251349	267596	247914	253710	283716	250885	253422	223726	590790	579504	554798	513837	462209	468197	524542	521909	457003	459043	465568	479955	491019	500234	485537	419216	397499	395725	388745	423797	403251	404743	396810	402561	444064	402802	432701	435890
Urea-2TMS	Urea	493165	426273	574733	726501	475167	1163806	646018	651712	595703	581065	849598	501675	402950	551291	2984	447806	576414	470239	509978	1406115	515153	681093	4699		708868	638951	3802	733382	537928	599032	610807	652058	667046	4851	850750	4856	1448029	520654	535626	862671	525995	550510	487436	427100	507539	641575	814783	575306
Ureidopropionic acid-2TMS	Ureidopropionic acid																	891										761	1687								1320						1069		446			430	1871
Ureidopropionic acid-3TMS	Ureidopropionic acid																																																
Ureidosuccinic acid-3TMS	N-Carbamoylaspartic acid	1113										453													114															478									
Uric acid-4TMS	Uric acid																																				1767	4440											
Uridine-3TMS	Uridine	1409		2106	1541	1349		2061			674	3246		1468			683		785		2615		1388							2534	640	1383					334		1048		1140	1234		994				3374	
Uridine-4TMS	Uridine	3577	4753	7755	5301	5802	5278	7715	7090	6965	4731	6437	5916	3451	7263	5964	6716	4709	5973	6831	15278	9017	10326	8533	5467	4601	7188	4936	10318	5981	4338	5249	7267	5705	7923	8620	7093	5253	5731	5214	6195	5772	7737	4440	6110	6240	5752	5837	4957
Uridine monophosphate-5TMS	UMP	494658	480774	673523	515426	631161	522730	422264	756421	541376	495714	676050	399786	418504	689026	655930	590333	624700	588349	487053	5059	454015	564894	678102	612932	696701	642032	686414	1076796	600635	757788	715711	759212	738515	654867	1029859	811105	778617	813666	674813	913352	966558	955590	727882	638372	736958	705743	923834	1044885
Urocanic acid-2TMS	Urocanic acid				18186				8113										1373				13970	2704	2113										6591			4787			2326				4444			5140	
Urocanic acid-TMS	Urocanic acid	800																																															
Valine-2TMS	Valine	5886377	5290498	6906373	5686716	6000708	5861405	6545110	6594020	6743264	5534716	5401232	4735764	5273718	5717674	6048089	4831175	4931790	5445870	5018478	5639755	5915084	5983405	4868852	5350425	10348480	7900448	9333123	10028390	7418888	8708508	8719892	8511284	7861301	7563584	8484705	7701204	8130019	6962562	6621483	8347001	7529956	8219894	7040370	5686197	6528567	6920722	6906664	5632453
Valine-d8-2TMS	Valine																											1172			1431																		
Valproic acid-TMS	Valproic acid																																																
Vanillylamine-3TMS	Vanillylamine																																																
Vanilmandelic acid-3TMS	Vanillylmandelic acid																																																
Xanthine-3TMS	Xanthine																																																
Xanthosine-5TMS	Xanthosine																																																
Xanthosine monophosphate-6TMS	XMP	5041	1028		5449	327	13774	555	1181		6510				153			301	6741			457		9781			495	11638	876			74		10995		1997		291		569	1404								
Xylitol-5TMS	Xylitol	6907	11216	11193	10959	12422	11548	6150	8354	12420	9384	12795	8116	6794	9779	11858	9842	14148	10415	6114	45350	10328	11331	10727	10048	10424	9602	10793	14294	10277	13605	11502	12614	11397	17464	14768	13830	12008	13036	11648	12941	13874	13717	11061	10225	13115	10603	16308	11196
Xylose-meto-4TMS	Xylose	1809		2089	1524		4912					2109			3103	2001	2471				14241	6151		2567		1734	1127		4917	2130		2003	1714	2586	8197	3251	2198	2782	2333	1912	4231		2237	2570	1559	1792	716	2448	2130
Xylulose-meto-4TMS	Xylulose	30941	31723	42459	37023	37923	45251	35247	47819	39769	33901	45046	32661	33574	41809	40026	38652	42943	42941	30203	51877	40226	36229	41595	39564	35213	36798	35973	47827	35210	36847	37339	43973	33973	42419	45235	42779	43409	43766	35068	44154	51122	51119	39957	35557	43549	38148	43619	28661
																																																	
